id,iso,lang,text,openai/gpt4,ISO code,ISO language name,native_speakers,writing_system,language_family,region,continent,ISO639P3code,Macroarea,Family,Subfamily,Genus,script_simplified,is_indo_european,xlm-roberta-base,bert-base-uncased,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bigscience/bloom,StabilityAI/stablelm-base-alpha-7b,google/flan-t5-base,facebook/mbart-large-50,facebook/nllb-200-distilled-600M,EleutherAI/gpt-neox-20b,Xenova/gpt-4o,Xenova/claude-tokenizer,CohereForAI/aya-101,meta-llama/Meta-Llama-3-70B,mistralai/Mixtral-8x22B-v0.1,google/gemma-7b,simbolo-ai/multilingual-partial-syllable-tokenizer,Cohere/multilingual-22-12,Cohere/Cohere-embed-multilingual-v3.0,tokenized_text
13470,my-MM,Burmese,စက်ရုပ်​တွေအတွက်ဥပ​ဒေသုံးခုကိုမင်းဘယ်လိုမြင်လဲ,90,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,3.0,19.0,79.0,72.0,7.0,19.0,16.0,72.0,26,48,19,90,69,37,70,17,15,"[1021, 1054, 1210, 287, 413, 1219, 1158, 1210, 772, 319, 377, 275, 719, 1182, 268, 324, 613, 425]"
13480,my-MM,Burmese,ဒီနေ့ အတွက်ကံ​ကောင်းတဲ့အ​ရောင်ငါ့ကို​ပြောပြပါ,86,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,4.0,18.0,79.0,72.0,11.0,18.0,14.0,72.0,23,45,15,86,66,35,66,15,13,"[393, 430, 946, 1153, 1180, 1210, 468, 544, 1210, 1162, 315, 1156, 1175, 1160, 275, 1210, 470, 270, 278]"
13481,my-MM,Burmese,ငါ့ကို ကဗျာ ဖတ်ပြပါ,36,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,32.0,30.0,7.0,10.0,8.0,30.0,12,21,11,36,32,16,29,8,7,"[747, 1160, 275, 288, 959, 385, 277, 270, 278]"
13490,my-MM,Burmese,အရင်အပတ် အတွင်း မြန်မာ ရှိ ရာသီဥတုနှင့် ကချင် ရှိ စျေးနှုန်းများကြား ဆက်စပ်မှုရှိပါသလား,166,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,27.0,11.0,27.0,143.0,137.0,19.0,27.0,27.0,137.0,49,83,31,166,122,71,132,27,22,"[265, 371, 1165, 668, 670, 267, 476, 472, 859, 931, 1219, 988, 678, 288, 497, 472, 310, 963, 1006, 307, 490, 665, 897, 342, 316, 278, 1163, 506]"
13496,my-MM,Burmese,ဒေါင်း ကတစ်ဦးတည်းသောသားလား,51,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,44.0,37.0,5.0,11.0,10.0,37.0,15,24,10,51,37,19,38,12,8,"[327, 638, 288, 380, 370, 729, 367, 373, 506]"
13499,my-MM,Burmese,ကျေးဇူးပြုပြီး ဒီ စကားလုံး ကိုရှာပေးပါ,73,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,70.0,59.0,9.0,13.0,12.0,59.0,19,40,15,73,59,35,53,11,10,"[336, 272, 1207, 326, 444, 317, 393, 1046, 427, 361, 1145, 364, 278]"
13502,my-MM,Burmese,ကောင်းကင်ကဘာလို့ပြာတာလဲ,46,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,3.0,12.0,42.0,34.0,3.0,12.0,9.0,34.0,13,22,9,46,34,18,33,12,9,"[855, 1153, 259, 1153, 458, 357, 270, 1150, 308, 425]"
13510,my-MM,Burmese,နှစ်ဆယ့်လေးကြိမ်နှစ်ဆယ့်လေးကဘယ်လောက်လဲ,76,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,3.0,15.0,62.0,63.0,3.0,15.0,15.0,63.0,24,42,14,76,69,29,56,16,13,"[566, 1176, 268, 1160, 368, 276, 403, 381, 1176, 268, 1160, 368, 1153, 1182, 268, 556, 425]"
13515,my-MM,Burmese,ကမ္ဘာမြေနေ့ ဘယ်လောက်ကြာလဲ,49,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,44.0,41.0,5.0,11.0,8.0,41.0,15,28,9,49,42,22,37,11,7,"[1002, 1032, 430, 560, 556, 755, 425]"
13517,my-MM,Burmese,ငါတို့အတူတူ ​နေ့လည်စာ စားဖို့​မျှော်လင့်တယ်,81,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,5.0,18.0,73.0,67.0,9.0,18.0,14.0,67.0,26,41,15,81,71,35,63,15,14,"[747, 353, 1165, 534, 534, 1148, 1210, 430, 583, 439, 947, 412, 1210, 694, 337, 1164, 300, 290]"
13519,my-MM,Burmese,အိုင်းယွန်းခရော့စ် မှာဘယ်သူတွေပါခဲ့လဲ,73,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,4.0,16.0,65.0,63.0,5.0,16.0,16.0,63.0,20,40,15,73,68,29,53,17,14,"[265, 344, 1172, 596, 1170, 1162, 650, 271, 754, 1182, 268, 801, 278, 328, 425]"
13522,my-MM,Burmese,ကမ္ဘာကြီးဘယ်​တော့ပျက်စီးမှာလဲ,57,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,3.0,12.0,54.0,46.0,5.0,12.0,11.0,46.0,17,35,11,57,52,26,42,14,8,"[1002, 348, 1182, 268, 1210, 322, 1079, 618, 302, 425]"
13530,my-MM,Burmese,အခြေအနေတင်းမာသော ရဲ့အဓိပ္ပါယ်ကဘာလဲ,67,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,4.0,16.0,62.0,59.0,5.0,16.0,14.0,59.0,21,38,14,67,55,29,52,16,13,"[821, 592, 547, 386, 367, 305, 269, 1165, 853, 1158, 1186, 278, 268, 1153, 458, 425]"
13533,my-MM,Burmese,ငါ့ကောင်မလေး အခုဘယ်မှာလဲ,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,42.0,40.0,5.0,10.0,10.0,40.0,15,26,10,47,43,20,36,10,8,"[747, 1160, 876, 1157, 368, 656, 1182, 268, 302, 425]"
13540,my-MM,Burmese,လူနာတင်ယာဉ် ရဲ့အဓိပ္ပာယ်ကိုရှာပါ,63,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,4.0,16.0,57.0,53.0,5.0,16.0,15.0,53.0,25,37,14,63,55,27,48,18,14,"[408, 443, 460, 558, 392, 305, 269, 1165, 853, 1158, 1186, 1158, 1150, 268, 275, 1145, 278]"
13544,my-MM,Burmese,jello shots တွေက ကယ်လိုရီမပါဘူးလား,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,7.0,15.0,43.0,39.0,9.0,15.0,14.0,39.0,16,28,13,47,42,23,49,13,11,"[1148, 1309, 1189, 1205, 1205, 1192, 1148, 1202, 1218, 1192, 1197, 1202, 1148, 512, 288, 268, 324, 585, 1157, 278, 399, 506]"
13549,my-MM,Burmese,နုတ်နုတ်စင်းထားတဲ့အမဲသားဝယ်ဖို့ဈေးအသက်သားဆုံးနေရာပြောပြနိုင်မလား,128,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,24.0,3.0,24.0,116.0,100.0,3.0,24.0,25.0,100.0,32,64,22,128,89,50,92,27,22,"[350, 355, 1159, 355, 1166, 267, 351, 544, 1157, 1171, 373, 1185, 268, 412, 1295, 272, 1165, 532, 373, 432, 718, 470, 270, 323, 1157, 506]"
13563,my-MM,Burmese,အာလူး ဆိုတာဘာကိုပြောတာလဲ,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,46.0,36.0,5.0,11.0,10.0,36.0,13,24,8,47,37,20,34,11,8,"[672, 1164, 326, 445, 308, 458, 275, 470, 308, 425]"
13572,my-MM,Burmese,ဒီဟာနဲ့ ပတ်သက်ပြီး စိတ်ဝင်စားစရာကောင်းတဲ့ အချက်လက်တွေကို ငါ့ကို ပြောပြပါ,139,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,24.0,8.0,24.0,120.0,112.0,13.0,24.0,16.0,112.0,35,74,22,139,105,56,107,18,19,"[393, 389, 329, 881, 532, 317, 579, 494, 375, 727, 468, 303, 265, 411, 503, 417, 747, 1160, 275, 436, 270, 278]"
13576,my-MM,Burmese,​နောက်ကျူရှင်ကဘယ်​တော့လဲ,46,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,3.0,12.0,41.0,37.0,5.0,12.0,11.0,37.0,14,25,10,46,40,19,36,10,8,"[1148, 1210, 636, 330, 1179, 483, 1153, 1182, 268, 1210, 322, 425]"
13583,my-MM,Burmese,ဒေါ်လာ နဲ့ ယူရို ကြားငွေလှဲနှုန်းထားကဘာလဲ,79,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,72.0,66.0,9.0,17.0,16.0,66.0,25,44,17,79,74,37,58,19,13,"[888, 347, 736, 1078, 1162, 260, 405, 263, 916, 421, 1171, 1006, 351, 1153, 458, 425]"
13587,my-MM,Burmese,ဖွဲ့စည်းပုံ ဆိုတာဘာလဲ,41,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,4.0,9.0,38.0,34.0,5.0,9.0,9.0,34.0,12,23,7,41,42,19,30,6,5,"[1121, 269, 549, 539, 445, 308, 458, 425]"
13588,my-MM,Burmese,အာလူး တစ်လုံးကို ဖော်ပြပါ,48,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,42.0,38.0,7.0,11.0,9.0,38.0,13,25,8,48,38,21,36,11,8,"[672, 1164, 326, 410, 427, 275, 1105, 270, 278]"
13615,my-MM,Burmese,မေမိုးစိန်ပျောက်တာ ဘယ်နှစ်ခါရှိပြီလဲ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,4.0,16.0,62.0,61.0,5.0,16.0,15.0,61.0,22,38,15,71,57,30,52,15,12,"[280, 1152, 1157, 304, 1166, 407, 542, 296, 308, 560, 381, 486, 316, 505, 425]"
13617,my-MM,Burmese,ဒီ​နေ့ ကမ္ဘာကြီးမှာအထူးအဆန်းဖြစ်ပျက်​နေမှုများကိုငါ့ကို​ပြောပြပါ,124,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,24.0,4.0,24.0,118.0,105.0,11.0,24.0,20.0,105.0,34,67,21,124,99,55,93,24,19,"[393, 1210, 430, 1002, 348, 302, 1165, 1181, 326, 1165, 940, 306, 1079, 1210, 293, 342, 514, 1156, 1175, 1160, 275, 1210, 470, 270, 278]"
13624,my-MM,Burmese,အချိန်ပြောပါ,24,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,6.0,3.0,6.0,22.0,22.0,3.0,6.0,5.0,22.0,7,12,4,24,19,10,17,5,3,"[836, 470, 278]"
13643,my-MM,Burmese,စာသား ဆိုတာကို ဘယ်လိုအဓိပ္ပာယ်ဖွင့်မလဲ,74,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,5.0,15.0,66.0,61.0,7.0,15.0,14.0,61.0,22,38,14,74,63,31,57,16,12,"[530, 373, 445, 895, 987, 1165, 853, 1158, 1186, 1158, 1150, 268, 406, 415, 1157, 425]"
13645,my-MM,Burmese,ငါ ရန်ကုန် သို့အလည်ခရီးအလကားသွားချင်တယ်မင်းငါ့ကို​ခေါ်သွားနိုင်မလား,131,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,23.0,5.0,23.0,114.0,105.0,9.0,23.0,23.0,105.0,41,64,20,131,102,50,99,23,19,"[747, 904, 830, 1165, 583, 1170, 690, 1165, 1164, 471, 382, 497, 290, 719, 1156, 1175, 1160, 275, 1210, 824, 382, 323, 1157, 506]"
13647,my-MM,Burmese,ယန်း အမေရိကန် ဒေါ်လာ ငွေလဲနှုန်းက ဘယ်လောက်လဲ,84,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,7.0,16.0,69.0,70.0,11.0,16.0,13.0,70.0,27,45,18,84,71,37,67,14,11,"[409, 301, 999, 888, 347, 1109, 425, 1006, 1153, 560, 556, 425]"
13651,my-MM,Burmese,ငါးကီလိုမီတာမှာဘယ်နစ်မိုင်ရှိသလဲ,64,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,3.0,14.0,58.0,54.0,3.0,14.0,15.0,54.0,20,36,12,64,53,26,47,16,12,"[747, 1149, 1153, 1174, 324, 871, 308, 302, 1182, 268, 679, 1157, 295, 316, 1163, 425]"
13658,my-MM,Burmese,မို့မို့မြင့်အောင် အသက်ဘယ်လောက်ကြီးလဲ,73,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,4.0,14.0,63.0,60.0,5.0,14.0,13.0,60.0,19,36,13,73,56,27,53,14,11,"[280, 282, 1157, 282, 971, 431, 882, 1182, 268, 556, 348, 425]"
13667,my-MM,Burmese,သန်လျင် က ဘယ်နားမှာလဲ,40,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,33.0,33.0,7.0,12.0,11.0,33.0,13,22,12,40,36,17,33,11,9,"[283, 264, 428, 259, 288, 560, 658, 302, 425]"
13682,my-MM,Burmese,သိန်းစိန် အခုဘာလုပ်နေသလဲ,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,41.0,40.0,5.0,11.0,11.0,40.0,14,24,9,47,35,21,37,10,8,"[500, 301, 1166, 407, 656, 458, 366, 293, 1163, 425]"
13704,my-MM,Burmese,ဖုန်းတာဝါတိုင် ဆိုတာဘာလဲ,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,43.0,35.0,5.0,11.0,9.0,35.0,13,26,9,47,39,20,35,9,7,"[385, 435, 308, 624, 683, 445, 308, 458, 425]"
13708,my-MM,Burmese,မြန်မာ မှာ မြန်မာကျပ်ငွေ ကဘာလဲ,57,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,6.0,10.0,48.0,48.0,9.0,10.0,11.0,48.0,18,32,10,57,43,26,46,11,8,"[476, 754, 476, 330, 281, 916, 288, 458, 425]"
13710,my-MM,Burmese,ပဲခူး မှ မန္တလေးမြို့ သို့ ဘယ္နှမိုင် ဝေးသလဲ,83,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,8.0,18.0,77.0,75.0,13.0,18.0,19.0,75.0,24,46,14,83,75,37,66,19,13,"[318, 1171, 1170, 326, 814, 280, 961, 368, 529, 830, 352, 1172, 1186, 311, 1157, 295, 437, 272, 1163, 425]"
13720,my-MM,Burmese,မြန်မာကျပ်ငွေ ကနေ အမေရိကန်ဒေါ်လာ ကိုငွေကြေးလဲလှယ်နှုန်းဘယ်လောက်ရှိလဲ,133,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,6.0,20.0,114.0,112.0,9.0,20.0,23.0,112.0,42,71,24,133,105,58,100,23,17,"[476, 330, 281, 916, 288, 293, 999, 1183, 449, 347, 361, 916, 276, 272, 425, 421, 268, 1006, 1182, 268, 556, 316, 425]"
13724,my-MM,Burmese,လေဘာတီရုပ်တု အကြောင်း နင် သိပါသလား,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,57.0,52.0,9.0,12.0,13.0,52.0,19,34,12,65,45,28,52,13,10,"[1128, 458, 569, 1054, 988, 972, 350, 259, 500, 278, 1163, 506]"
13737,my-MM,Burmese,အမေရိကန် နဲ့ တရုတ် ငွေလဲနှုန်းက ဘယ်လောက်လဲ,80,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,68.0,66.0,11.0,14.0,11.0,66.0,26,44,16,80,65,36,65,13,10,"[999, 736, 982, 1109, 425, 1006, 1153, 560, 556, 425]"
13756,my-MM,Burmese,ငါ့ကို အချက်အလက် ရှာပေးပါ,48,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,43.0,40.0,7.0,10.0,8.0,40.0,15,25,9,48,40,19,38,8,6,"[747, 1160, 275, 265, 411, 1165, 503, 501, 1150, 364, 278]"
13788,my-MM,Burmese,အမေရိကန်ပြည်ထောင်စုရဲ့ ပျမ်းမျှ ပင်လယ်ရေမျက်နှာပြင်အထက်အမြင့်ပေက ဘယ်လောက်လဲ။,150,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,27.0,7.0,27.0,123.0,128.0,9.0,27.0,23.0,128.0,46,78,25,150,115,63,117,28,22,"[999, 484, 623, 453, 402, 770, 320, 694, 318, 259, 1164, 268, 563, 291, 262, 1007, 564, 1165, 616, 1165, 339, 415, 461, 1153, 560, 556, 425, 1177]"
13795,my-MM,Burmese,ကျပ်ငွေ နဲ့ ဒေါ်လာ ကြားက ငွေကြေးလဲလှယ်နှုန်းကဘာလဲ,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,7.0,21.0,82.0,78.0,11.0,21.0,20.0,78.0,33,53,21,94,84,46,71,19,15,"[336, 281, 916, 736, 888, 347, 405, 263, 1153, 1109, 276, 272, 425, 421, 268, 1006, 1153, 458, 425]"
13797,my-MM,Burmese,ရန်ကုန် မှာ လူဦးရေဘယ်လောက်နေထိုင်သလဲ,70,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,59.0,58.0,7.0,11.0,13.0,58.0,21,38,11,70,57,28,55,13,9,"[904, 754, 408, 370, 563, 1182, 268, 556, 293, 941, 1163, 425]"
13804,my-MM,Burmese,​မောင်​မောင် အမေရိကန်ဒေါ်လာ တစ်​​ဒေါ်လာက မြန်မာကျပ်ငွေ ဘယ်​လောက်လဲ,122,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,7.0,20.0,102.0,102.0,17.0,20.0,21.0,102.0,40,68,23,122,92,53,102,17,13,"[1148, 1210, 1157, 315, 1210, 1157, 315, 999, 1183, 449, 347, 410, 1210, 1210, 1183, 449, 347, 1153, 476, 330, 281, 916, 560, 1210, 556, 425]"
13806,my-MM,Burmese,ဇင်ဝိုင်း ဘယ်ခုနှစ်က မွေးခဲ့တာလဲ,62,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,5.0,14.0,52.0,51.0,7.0,14.0,13.0,51.0,17,35,12,62,57,25,48,13,10,"[621, 259, 1185, 344, 560, 377, 381, 1153, 280, 390, 850, 425]"
13812,my-MM,Burmese,ကြွက်နားရွက်မှို အကြောင်းပြောပြပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,4.0,13.0,58.0,52.0,5.0,13.0,12.0,52.0,16,29,12,65,42,24,46,13,11,"[405, 401, 658, 633, 273, 260, 972, 470, 270, 278]"
13816,my-MM,Burmese,မက်စ်မြန်မာ ကစတော့ဈေး,41,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,34.0,32.0,5.0,10.0,11.0,32.0,12,21,9,41,26,17,32,12,7,"[280, 262, 271, 339, 447, 288, 1166, 322, 1295, 272]"
13836,my-MM,Burmese,ဘယ်ကိုးကွယ်ယုံကြည်မှုကအမှန်ဆုံးလဲ,66,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,3.0,14.0,58.0,52.0,3.0,14.0,11.0,52.0,19,38,10,66,60,25,48,14,11,"[560, 275, 1149, 870, 1172, 294, 749, 342, 1153, 1165, 626, 432, 425]"
13842,my-MM,Burmese,ချင်းပြည်နယ် နှင့် ရခိုင်ပြည်နယ် ကြားမိုင်ဘယ်​လောက်ရှိလဲ,108,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,6.0,19.0,88.0,90.0,11.0,19.0,19.0,90.0,28,55,17,108,87,40,84,14,13,"[499, 267, 883, 993, 305, 751, 883, 405, 263, 1157, 295, 1182, 268, 1210, 556, 316, 425]"
13844,my-MM,Burmese,ကျော်ဟိန်း က အသက် ဘယ္လောက်ရှိပြီလဲ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,55.0,54.0,9.0,13.0,13.0,54.0,17,35,12,65,55,28,51,14,10,"[336, 337, 1187, 1155, 301, 288, 882, 352, 1172, 1186, 556, 316, 505, 425]"
13846,my-MM,Burmese,ပိုင်ဖြိုးသု ကအကယ်ဒမီဆုရဖူးလား,59,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,4.0,16.0,54.0,47.0,5.0,16.0,17.0,47.0,20,34,15,59,47,25,45,19,13,"[318, 295, 286, 304, 1163, 1151, 288, 1165, 671, 1183, 871, 1176, 1151, 1162, 833, 506]"
13848,my-MM,Burmese,ကျပ် ငွေလဲလှယ်နှုန်းကိုပြောပြပါ,61,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,4.0,14.0,55.0,52.0,5.0,14.0,13.0,52.0,19,31,12,61,50,26,44,15,10,"[336, 281, 1109, 425, 421, 268, 1006, 275, 470, 270, 278]"
